qid	content	sentiment
123775	不要就原地方二技能上来点两枪。	0
123776	你们守家快点回来守家。	0
123777	投吧你们坑我不打了	1
123778	怎么还不投啊，他妈演员一个还不投。	1
123779	可惜还差那么一点点	0
123780	咱投吧我时间有限我想玩下一局	1
123781	发信号听一点行不行？	0
123782	别投，相信我，大乔会玩，保我	0
123783	快点，上课了好叭	0
123784	让我打点钱	0
123785	猴子有点水，去发育	0
123786	庄周你跟着点我。	0
123787	快点打，快点打玩下一把	0
123788	对面投降我送皮肤给你们	0
123789	法师迷路，你怎么才这么点钱还没我高。	0
123790	少送一点啊，兄弟们。	1
123791	害我一点伤害都没有	0
123792	要你们有何用，，投吧	1
123793	我得送你点	1
123794	这把真的可以直接六分头了。	1
123795	琢磨那么多次就不能长点心吗。	0
123796	咬金死的有点多	0
123797	你送人头给我我尽力推的快一点	1
123798	让这个法师早点入土为安，算了。	0
123799	投降干什么奥	1
123800	刘禅，你去上边可能会好一点	0
123801	这个闪现就有点过分了	0
123802	不投直接退，举报随便	1
123803	下手轻点会死啊	0
123804	帮我守下野区。你们点塔。	0
123805	法师都赢了。	0
123806	猴子你快发育，给力点，不然该输了	0
123807	帮忙举报杨玉环立马投降。	1
123808	你绕后点位别正面	0
123809	差一点把黄忠挱死	0
123810	我觉得真有点瞎了，朋友	0
123811	投吧投诉程咬金一起投诉他就不能排位了	1
123812	算了，投了吧兄弟们	1
123813	黄忠你有点意识行不行。	0
123814	对面还继续？不投	1
123815	凯你能悠着点吗？	0
123816	跟着点我的大	0
123817	不推塔点了好吧	0
123818	投了吧，投了吧，猴子切不着后排。	1
123819	有点不给力啊。	1
123820	还要吃饭快点吧	0
123821	这ADC有点狗喔	0
123822	国服后羿说打你们投降	1
123823	差点打死别人	0
123824	快投吧，典韦挂机了。	1
123825	是不是一点脾气也没有。	0
123826	谁抢心里没点数吗	0
123827	损悟空百里守约看着点	0
123828	啥也别说了，投	1
123829	再点投降的是我家养的一只狗。	1
123830	你玩辅助辅点卡野都不会…	0
123831	给你点双击了呢	0
123832	演要演好点	1
123833	点不了塔吗	0
123834	肉不敢上投了吧	1
123835	塔就那么点血了。牛魔不进去开。	0
123836	我这玄策有点菜呀。	0
123837	怎么才这么一点啊。	0
123838	鲁班你是真的有点呆	0
123839	控点人才能赢	0
123840	对面百里4倍我们白里红点	0
123841	你多送一点，我们经济就落后了。	1
123842	稳点稳点温柔点	0
123843	我们比赛下谁了，谁投诉谁输了谁投降。	1
123844	什么叫有一点。	0
123845	赶紧点投降，好吧，不玩了。	1
123846	拆塔比较重要，快詀。	0
123847	对面滴我们投降了要释放了。	1
123848	打野一点节奏也霉	0
123849	鲁班快点退出游戏不要玩	0
123850	法师和射手早点来啊。	0
123851	你早点走抪就行了吗。	0
123852	坑比这都不投	1
123853	东皇儿子别投啊	0
123854	你能勾准一点吗，钟馗。	0
123855	早点结束下一局了	0
123856	那你到底想干嘛，不想玩就点了好不好。	0
123857	中路能稳一点，别送。	0
123858	射手猥琐点辅助跟着我	0
123859	点呢啊	1
123860	别吵六分。	0
123861	快点推了撒。	0
123862	如果网络不好的时候打伤害，是不是有点顿顿	0
123863	不过早点过去就找死了。	0
123864	反正不是打排位随意点	0
123865	有意思吗投了吧别浪费时间	1
123866	技能都点不出…	0
123867	点就可以	0
123868	这是肉了一点吗	0
123869	投吧这局不想玩了	1
123870	呦点粘	0
123871	辅助反应快一点	0
123872	哈哈，不投？	1
123873	G儿们快点推	0
123874	张良小心点啊	0
123875	这个塔有点疼。81的伤害。nb	0
123876	鱼真有点傻	0
123877	法师跟射手对点	0
123878	早投不就玩了嘛	1
123879	这个投降的是个废物	1
123880	给老子推塔快奠。	0
123881	谁发髂投降来	1
123882	点二技能的时候马上按动作不然时间不够	0
123883	不点等啥？？	0
123884	哪个笨蛋不投降	1
123885	切快点兄弟	0
123886	提款机你慢一点。	0
123887	唉你们就不能配合一点？？	0
123888	都稳点谢谢了	0
123889	让点我们这边的妹子，哈哈	0
123890	快点叫又不来。	0
123891	对面滴抓紧投了算了。	1
123892	差点说明还是差点。	0
123893	你们俩可以再差一点吗。	0
123894	甑姬有点浪	0
123895	顺手有机会你就点他，你不要送。	1
123896	点塔，你不会死	0
123897	单打，和打野的，还是投吧	1
123898	不投，不偷塔，没辅助。没经济	1
123899	胖就少吃点嘿嘿	0
123900	好点	0
123901	猪八戒你稳着一点跟着大家一起走。	0
123902	如果的伤害有点高。	0
123903	敢不敢早点来啊。	0
123904	和技能点错了。	0
123905	死猴子，我投诉你。	1
123906	不打。点	1
123907	投吧，打着没意思了。	1
123908	你个演员快点投	1
123909	可以一波稳点。	0
123910	投了老铁	1
123911	一点b没有吵着要帮	1
123912	狄仁杰一点伤害，没有打个屁啊。	1
123913	我有点卡	0
123914	稳一点，不要二打五	0
123915	咋就不肯投呢	1
123916	达摩你放个好点的BGM。	0
123917	投了行不，太差了	1
123918	投降鸡毛我抢龙没人过来支援。	1
123919	不要浪费时间，赶紧投啊。	1
123920	你们猥琐一点，别送这么多好吗。	0
123921	弟弟们还不点吗？	1
123922	输了这局直接投别影响下一局。	1
123923	遇见你是有点惊喜，但是不意外	0
123924	打不过投了算了	1
123925	差一点死了吧	0
123926	点了吧一帮坑货	0
123927	对面滴快点喊声爸爸，我们就投降。	1
123928	有点用行吗大哥们	0
123929	那你俩聊天有点恶心了	0
123930	多点几次不就推了	0
123931	开黑的你们稳一点啊。	0
123932	这个中单前期有点缺陷。	0
123933	小老弟，安静点，行么。。	0
123934	别跟我了你跟老子走开一点点。	0
123935	点塔就是了别管他	0
123936	钟无艳少卖点坑比	0
123937	就拆塔厉害点而已	0
123938	法师带加血技螚有点意思。	0
123939	投了吧，投了吧，给阿珂送那么多了。	1
123940	是不是你们不敢出去单挑叫投都不投？	1
123941	投吧，我赶下场。	1
123942	不想玩投ok	1
123943	五杀。。。差点点	0
123944	他没说话，你能不能少说点。	0
123945	对面的投降输一半好不好？	1
123946	然哥喝酒后有点飘	0
123947	有点暴躁啊。	0
123948	快点出制裁梦魇呀。	0
123949	不玩儿就投，别磨叽	1
123950	不投打你卵啊	1
123951	投啦，废物吗大哥。	1
123952	我应该怂一点，不然可以双杀。	1
123953	木兰你争点儿气吧。	0
123954	还有钟馗咱们给点力。	0
123955	输出也不点塔，也不知道干嘛了。	0
123956	发你嘛哥批投降	1
123957	我跟射手了有点跟晡上你	0
123958	点不住塔。。。	0
123959	防着点这个钟馗。	0
123960	我在点高地呢	0
123961	全场一点节奏没戴起来	0
123962	有点像男孩的女生	0
123963	能不能勾准一点，老哥。	0
123964	那么强大你不早点跟我	0
123965	碰这辅助点了吧	0
123966	差不多点。也该输一把了	0
123967	头你MB！	0
123968	我的延迟那么一点点，他们全死。	0
123969	傻你没有投降吗。	1
123970	笋策你出名刀要好一点吧。	0
123971	刚才想打猴子的点到东皇了	0
123972	小哥哥能轻点马？	0
123973	露娜快点认真	0
123974	挂机了，反正也是输，要不投降吧。	1
123975	有点小心眼吧，兄弟。	0
123976	投吧投吧下一把又来	1
123977	举报我方大乔，倭给你点。	0
123978	大夜打的也太菜了点。	0
123979	狄仁杰，你先猥琐一点，我先辅助韩信四级。	0
123980	太累打的…投了吧	1
123981	快点，我们少人	0
123982	大吤些没有点塔建	0
123983	射手能再feiwu点吗	0
123984	看到没，嫎我们投诉	1
123985	我滴乖这电刀点的我头皮发麻	0
123986	不玩了，点吧，这个坑	0
123987	韩信你啥必一点也不知道帮忙	0
123988	点快点团战。	0
123989	哼一点也不舒服	0
123990	翻盘有点困难。	0
123991	亚瑟保护着我点。	0
123992	点技能之后才出。	0
123993	快点推塔行不行赶时间。	0
123994	你在干吗塔不点。	0
123995	卢布出一点点肉	0
123996	老亚瑟早点来啊	0
123997	我哪里行，我一点都不会。	0
123998	快点叫我把笔。	0
123999	辅助你能专业点不	0
124000	我有点紧张啊，好人啊。	0
124001	二点去推塔。	0
124002	我让你在嗨一点	0
124003	ad小心点。	0
124004	玩那你好歹有点常识吧，你就带线不行吗。	0
124005	直接过去点塔啊	0
124006	哪个酶脑老是投降	1
124007	公孙离一点不会吗	0
124008	稍等现在好点了	0
124009	买名刀就有点过分了。	0
124010	玩不玩？不踠投降	1
124011	你玩夏侯惇不是更肉一点更好玩吗。	0
124012	对面武则天有点意思	0
124013	不想好好打就赶紧投吧。	1
124014	二货上单不出点肉？	0
124015	远程偷技能都不会了吗	0
124016	猴子转过来转过去就要抓人，我去偷点儿塔	0
124017	吐吧，吐吧，又要钟馗，一点儿也不重。	0
124018	我不打架了，一点都不会	0
124019	求你们快点推了谢谢	0
124020	快点吧lesemen	0
124021	射手三级后猥琐一点。	0
124022	肉点凯	0
124023	能不能长点心。没本事别1/3	0
124024	三杀慢了点。	0
124025	早点睡杩	0
124026	赶紧投别没兴趣跟你们玩儿了。	1
124027	露娜有点克我	0
124028	人家喊人你不会猥琐点。	0
124029	钟馗，你拜托勾人勾准一点	0
124030	你猥琐的是不是有一点过分。	0
124031	刘禅的皮肤我想点	0
124032	一点配合没有怂的和切莫一样	0
124033	有点小延迟，	0
124034	玩前排的，站位也太靠后了点	0
124035	火舞不简单，你们注意点。	0
124036	跟你一点关系没有	0
124037	不好意思各位上班了麻烦投下谢谢	1
124038	要晡然投降投降投降。	1
124039	俩回差点伤害	0
124040	这把节奏打快点	0
124041	凯猥撯点，先养经济	0
124042	点了吧，钟馗大神	0
124043	你刚刚点塔就赢了。	0
124044	一点不亏的。	0
124045	我十点之后菀。	0
124046	坑比们点了吧。	0
124047	可以说我玩这个英雄纯属乱点	0
124048	投了打个屁，	1
124049	荆轲有点用行不行？？	0
124050	我刚刚从铂金上来你们体谅一点啊。	0
124051	看到一个十级和11级差点死	0
124052	点塔啊虞姬？	0
124053	你开大一点伤害都没有	0
124054	辉月没点出来，什么鬼。	0
124055	发育吧一点伤害都没有	0
124056	你们都是人才，投了吧，还打什么	1
124057	我说你们聊玢你们是福利。	0
124058	你脾气是真的有点怪。	0
124059	妢开一点，别给他们大	0
124060	我还在一点就有韩信了。	0
124061	又不投，玩腻嘛个壁？	1
124062	你看你能不能点了，他在家。	0
124063	你早点过来，不就完了。	0
124064	多少琔	0
124065	快点对面刃要来了。	0
124066	你小子有点飘	0
124067	随便打打这个六分投。	1
124068	嬴政，你就是有点犯欠了。	0
124069	你悠撯点那	0
124070	你倒是早点过。	0
124071	你技能放好一点后羿可以秒的	0
124072	缠点水。	0
124073	我点的跟随。.	0
124074	三个挂机投了吧。	1
124075	我有一点迷茫	0
124076	怎么不早点一技能	0
124077	快点听话点	0
124078	一甸不看后排的	0
124079	坫了点了玩的心烦	0
124080	不投降，干嘛有问题不。	1
124081	射手先把那下路塔点了呀。	0
124082	锤子队友一点都不支援	0
124083	晚点死的话，他们都得死。	0
124084	阿科这点经济	0
124085	胜率高一点，就这样吗。	0
124086	一点也看不惯。	0
124087	有后羿前期还好打点。	0
124088	来中清线快点	0
124089	这名刀有点快	0
124090	差点就有斧子了	0
124091	六分投，看到那头猪就烦	1
124092	投降投降，碰到这种打野。	1
124093	等他们经济高点再打他。	0
124094	孙尚香你的二十八点法强什么意思。	0
124095	射手经济有点高呀。	0
124096	老是点成普攻。	0
124097	给我点面子没。	0
124098	投降吧，这蛋疼的阵容	1
124099	投你嘛塔都塌完了，还在那儿没。	1
124100	投啦吧亲	1
124101	鲁班刚才怎么不点塔呢。	0
124102	这他妈还打毛啊，投吧。	1
124103	问君能有几多愁？恰似五人四坑6分投	1
124104	我每天七点多起。	0
124105	对面滴做人光明正大一点，不要太阴了。	0
124106	快点投去打排位去。	1
124107	看着点，别梦游	0
124108	快点可以吗，	0
124109	我尼玛孙尚香一扂伤害没有	0
124110	点了吧牲口们	0
124111	冷静齻猥琐点就能赢	0
124112	韩信为什么老是点不出来。	0
124113	你们铂金的还不是让你点这么凶。	0
124114	我们快速投降了	1
124115	投了吧，都在乱打。	1
124116	我看你一点都不圆润得盘一下	0
124117	砂子们不投，无语	1
124118	我手机属实，有点卡，让我一直打。	0
124119	额大哥咱猥琐点吧	0
124120	别投降，这可是排位。	0
124121	对面不会投吗。	1
124122	猴子要点脸行吗？	0
124123	投了这吕布无语	1
124124	投降把你小菜鸡。	1
124125	勾准一点，勾准一点。	0
124126	投，会踄会啊？射手菜	1
124127	蹲才一点用都没有	0
124128	皇马那快点	0
124129	我们卡，6分	0
124130	我去能配合好一点吗。	0
124131	百里早点来团	0
124132	轻点送再送后羿无敌了。	1
124133	橂了吧没的玩块	0
124134	这鲁班没点走位	0
124135	玩什么我在打龙，你还在我后面，看着点啊。	0
124136	手残点反了	0
124137	快点推塔不能玩。	0
124138	老弟给点力啊	0
124139	诸葛亮走位有点骚哦	0
124140	点塔会？我还扛着塔。都追人。	0
124141	快点推，要不然后期我们就完了。	0
124142	只能阴一点，挑单的	0
124143	你们就死的不是这点了	0
124144	不推线就投降。	1
124145	多看小地图，猥琐点躲好	0
124146	六个人头了都自己投吧	1
124147	先锋这点发育到了后期韩信和我一起。	0
124148	你吃饭我也吃饭，赶紧投吧你们。	1
124149	对面一点兵线都没有的	0
124150	不会团可以投了。	1
124151	你可以无兵线点塔	1
124152	你们不等人就投喽	1
124153	我有点事尽快一波。	0
124154	刘幚你大晚点给	0
124155	李白你给我们吓到了，没事了那一点。	0
124156	服，不点塔	0
124157	游走我在这猥琐点儿发育覇。	0
124158	咱们抓人积极点	0
124159	还是有点用的送人头。	1
124160	你补了兵经验会少一点。	0
124161	小法师交点学费教你玩法师。	0
124162	兄弟我们態低调点么	0
124163	稳点这是星耀局，对面只是阵容不好	0
124164	快点，要不然后期后羿起来了。	0
124165	一点输出样都没	0
124166	这吕布怎么一点意识没有这个段位。	0
124167	不好好打就尼玛的投	1
124168	亚瑟你就不態温柔一点吗。	0
124169	你就不会躲着点儿	0
124170	虞姬你稍微看着点地图，刚才让你撤他们已经	0
124171	这点没死？	0
124172	要跑就赶紧跑要回头就早点回。	0
124173	没有看到你啊，我来你们都死个输出快点走。	0
124174	投到后期很难打。	1
124175	二技能一直没点出来	0
124176	差一点点，我没在家找死。	0
124177	投开头。	1
124178	早点救我一下子啊	0
124179	孙尚香猥琐一点，好好发育。	0
124180	早点带兵会轮到这个地步。	0
124181	钟馗就是来搞笑的投了吧。	1
124182	投了不打了，不想养狗。	1
124183	对面一会儿记得投降	1
124184	穿云剑早点	0
124185	就你好好意思说别人抢人投	1
124186	这把打不了投吧。	1
124187	你们玩。6分直接点了。傻	0
124188	给人家留点脸	0
124189	热点开着好卡	0
124190	投。输出完全没有	1
124191	还是要认真点打了	0
124192	这个兰林王有点东西	0
124193	快点越塔来	0
124194	就婄会快点啊	0
124195	投求呢？	1
124196	大招开早了点点。	0
124197	一点蓝都没有了。。	0
124198	点了嘛好不？	0
124199	对面这个两口子小哥哥小姐姐轻点揍我真的真	0
124200	有点服安琪拉	0
124201	慢点打不行吗	0
124202	看这些人也被抓成啥了，一点不管	0
124203	你咳有点伤害	0
124204	这老黄忠有点东西哦。	0
124205	有人切我，我差点把他打死	0
124206	你这个技能有点东西啊。	0
124207	没有一点团队合作精神。	0
124208	你懑技术有点好。。	0
124209	我在下路猥琐一点，你起来了就好打了。	0
124210	你们发一个投降，咱们投降吧。	1
124211	夏侯淳出了一款荣耀頕。	0
124212	哦，玩儿的有点儿浪。	0
124213	要不你写多一点。	0
124214	他们阵容比我们好点。	0
124215	早想投了，开始	1
124216	怕我不敢就你那点伤害上不可以强推了。	0
124217	辅助少拿点人头	0
124218	中路给点压力，别让重路老过来。	0
124219	气死了，投了投了。	1
124220	狄仁杰你低调一点。	0
124221	对面投降吧下把带你。	1
124222	大哥，打准点呀	0
124223	投吧！本来就是要一个釰跟我的，	1
124224	惩戒差点没换过来	0
124225	别投降，可以的。	0
124226	上路稍微稳点出点肉	0
124227	不想玩么投降了，射手也不会	1
124228	朋友们快点发育啊	0
124229	瞄啥，在人一起点打不过？	0
124230	崽种，不许投降	1
124231	你出点装备，夭看了想笑。	0
124232	点行吧，我是真的累，什么时候去哪儿都不知	0
124233	你們還是發起投降吧	1
124234	你和什么头绪还不投。	1
124235	对面帮我们举报赵云，我们投降了	1
124236	点了也是。	0
124237	那是啥点1点到闪现哈哈	0
124238	昭君，我们和平一点	0
124239	五个人齐来一波不行，再投吗。��。	1
124240	欗陵王有点烦哎	0
124241	我记得我点了一个请求集合。	0
124242	大桥注意看着点我的蓝，没蓝了送我回家	1
124243	早点收人头不行？	0
124244	没关系小心点	0
124245	没有肉的快点终结比赛。	0
124246	有点卡。咋办	0
124247	干将你螚不能技能放准一点。	0
124248	肚子有点不舒服。	0
124249	我们鲁班在厉害一点你们能这样？	0
124250	能不能给点控制	0
124251	然后我给你送点。	1
124252	前期攻击力有点差。	0
124253	那我投了重新来吗	1
124254	...你话少点成吗哥哥	0
124255	遇到你这样的不投怎么办。	1
124256	给点力好不好，猪队友。	1
124257	你这只凯能不能有点经济。	0
124258	我们海是猥琐点。	0
124259	投吧。��定有。	1
124260	人家是小姐姐，一点也不怜香惜玉	0
124261	不用呢，可以投了	1
124262	没人带线我有点急	0
124263	460，大点不了	0
124264	阴人，猥琐点	0
124265	小心点我现在没大招	0
124266	你刷满级了看有美釉一点伤害	0
124267	投了吧，你们会不会啊	1
124268	又一次点错技能	0
124269	猴子猥琐点。��点。	0
124270	对面貂蝉让着我一点吧。	0
124271	中路乱羟快点了。	0
124272	晋级赛有点难受	0
124273	快点扒，别TM浪费时间	0
124274	假如你怎么一点伤害都没。	0
124275	辅助有点卡怎么办。	0
124276	你满格了能不能给我点经济	0
124277	时间紧迫，我有点慌。	0
124278	点错了……大招按出去了	0
124279	我点治疗没点开	0
124280	扁鹊有点飘了	0
124281	本来先闪现再点二技能。	0
124282	射手快点打电话。	0
124283	哈哈哈差点三杀	0
124284	我来投降，你们梚。	1
124285	上单比较好点。	0
124286	赶紧点吧2比	0
124287	这么早点名？	0
124288	平A啊，总有一点机会。	0
124289	梦游。玩个屁。点	0
124290	都认真点打团ok吗大哥们	0
124291	韩信有点不给力啊	0
124292	遇到这种队友不投，还等干啥呢。	1
124293	雅典娜大哥来点肉行不	0
124294	你们推快点，我要带小姐姐	0
124295	八戒好好吃饭，过年还得指望你卖点钱	0
124296	玄策复活，甲啊有点儿。	0
124297	来，我送你们，快点结束	1
124298	孙尚香麻烦你抢了人头就有点用好吗	0
124299	后羿你有磹呆。	0
124300	射手你能不能配合点。	0
124301	再这样打直接投降了。	1
124302	看撯点我这	0
124303	一我经济有点低了现在。	0
124304	给我瑠点小野，回红比较快	0
124305	投了，不跟fw打	1
124306	你们能不能给人家赵云留点面子	0
124307	不知道怎么的，这局感觉有点。	0
124308	我赶紧槇了。	0
124309	小心点，猴子打后排。	0
124310	这个废物点萎，	0
124311	兄弟们，猥琐点打，别让对面看不起咱们了。	0
124312	这一点小事达摩你计较个啥	0
124313	投了，送那么多好意思吗	1
124314	你的技能呢，杨玉环给我加点血会死呀，离我	0
124315	我的网不好啊，你们少死一点行吗。	0
124316	再给我一次机会第一把有点紧张	0
124317	双排能不能稳点跟好我们节奏	0
124318	快点结束这一局吧	0
124319	吕布，咱俩有齻菜。	0
124320	点了点了，不打了你们这些人我无法恭维。	0
124321	鱼带线还柚点用	0
124322	怎么看着点地图好吗。	0
124323	点个赞也上不了他。	0
124324	猥琐点龙过了再团。	0
124325	投降，算了，不打了认输。	1
124326	快点结束小哥哥	0
124327	好了不打了我门投	1
124328	你那装一点伤害都没有，也救不了。	0
124329	这点血孩追人家	0
124330	早一点出破甲。��	0
124331	甄姬站位后面一点。	0
124332	投吧你们还不会	1
124333	你要走就点个撤退吗，或者是你直接走的远远	0
124334	我有一点卡来个支援。	0
124335	投吧投吧，不打了投啊。	1
124336	不系玩吧，投了吧哟，我的妈。	1
124337	抪敢投还是咋了	1
124338	对啊，你快点吧	0
124339	我不想打，我想投了	1
124340	投别不玩了。	1
124341	这玄策有点搞笑。	0
124342	我们投了举报米莱狄好不好	1
124343	投吧，别浪费时间，你们这些憨包。	1
124344	安琪拉躲着点技能可以不	0
124345	呃，这点无语了，一直暴击。	0
124346	卡了，有点过分。	0
124347	不能出去，清兵保守点吧	0
124348	能不能让我吃点经济再打。。。。	0
124349	射手你有没有一点点想偓。	0
124350	不投的自己玩去吧。	1
124351	可可柚点厉害。	0
124352	你们离吕布远一点。	0
124353	跑什么投	1
124354	你早点来支援不好了。	0
124355	你这斩杀露娜有点东西	0
124356	还是枸一点	0
124357	前期打的凶一点别拖到后期	0
124358	有点脑子真的	0
124359	我估计甄姬二技能就去下路了，小心点。	0
124360	谁给你的信心让你投的。	1
124361	你点个一都会死吗。	0
124362	快下课了一会儿，投吧。	1
124363	对面滴给点面子，别推塔。	0
124364	真的是一点意思都没有，一段乱推没了，你还	0
124365	我投了没法玩	1
124366	马上输了，快点投降。	1
124367	这打野有点瓜皮	0
124368	技术没有对面好啊，投降吧	1
124369	这射手有点那个	0
124370	一点血又怎么了。	0
124371	森裓哥认真点	0
124372	团的时候都积极点	0
124373	这妲己有点飘呀。	0
124374	下路小心点一镑人都来了。	0
124375	选个优惠比较稳一点。	0
124376	叫投不投你们要干嘛？	1
124377	啥比昂，投了	1
124378	弟弟？？？？多大点本事，这个别人的号，老	0
124379	上单不想玩可以点	0
124380	一个铂金的打游戏一点意也没有	0
124381	再亮一点。	0
124382	阿轲伤害多高没点bi输？	0
124383	我求你投行不行啊	1
124384	投吧，哈卵	1
124385	不怕一点塔	1
124386	能让人打死六分钟投吧。	1
124387	你这韩信玩的有点水。	0
124388	差点又被你这老阴狗阴死。	0
124389	这人机有点厉害。	0
124390	能保护着我一点吗。	0
124391	三打一有点吃力。	0
124392	感觉自己有点蠢。	0
124393	玩个鬼啊，还不投。	1
124394	别打了打野那点经济	0
124395	等下投吧，不玩了。	1
124396	差一点等于零。	0
124397	应该先点一下塔呢。	0
124398	早一点撤打就走了吧，你这个猪啊。	0
124399	差一点吓死了	0
124400	韩信你一点不sao	0
124401	要不要6分下一句	0
124402	想与我们的配合有点尴尬。	0
124403	感觉马可波罗有点不会。	0
124404	啥也别说了，六分投	1
124405	那能不能快点投降	1
124406	小哥哥们快点啊。	0
124407	露露去你那点伤害你跟我闹呢。	0
124408	谁老点投降的	1
124409	朋友等我呢，投了吧	1
124410	点了两下还打庄周	0
124411	你认真点要的不	0
124412	这个卢布6有我卢柨6分之17好打了	0
124413	嗯，知道乔放大早点来。	0
124414	你们傻呀，还不投。	1
124415	给你点不上学。	0
124416	又点意识行吗	0
124417	速度投.	1
124418	你四个人打不过人家，吕布一个哎，别打了投	1
124419	好的，快点过来。	0
124420	稳一点儿？	0
124421	拖着打点装备。	0
124422	你看着点儿后面。	0
124423	那就投降，还打啥	1
124424	对面识相投了	1
124425	打快点大哥们我等一下要上课	0
124426	你来你靠后一点我保护孙尚香。	0
124427	两个输出位，可不可以再菜一点。	0
124428	这猴子早点干啥去了。	0
124429	投吧，我想重开一局	1
124430	野区资源兵线。速度点	0
124431	g机等举报，多大点事额	0
124432	不点你们慢玩	0
124433	打排位送人投	1
124434	有点浪了3	1
124435	送的一会投玐	1
124436	不行就投有意思吗	1
124437	还王者一点意识都没有	0
124438	投了，举报后羿，正好我去吃饭	1
124439	都打到水晶了，你们都不会推塔不会点塔。	0
124440	你把投了投了。	1
124441	Q了六分。	0
124442	他都一点血了还不回头打	0
124443	等等记得给我点个赞。	0
124444	别玩了，赶紧投浪费时间。	1
124445	你们多刷点野	0
124446	就是这样。早点结束	0
124447	凯给点击	0
124448	你有点儿过	0
124449	擦尼玛你瞎！老子不小心点到的	0
124450	点半天塔，他竟然没点。	0
124451	夫子打的什么鬼呀，那么点经绩。	0
124452	刚刚早点集合就好了	0
124453	我媳妇你都敢动有点嚣张。	0
124454	我觉得我上路有点吼不住	0
124455	完蛋了，有点卡。	0
124456	嗯，确实有点恶心。	0
124457	射手猥琐槙，我也不zhiyige	0
124458	李白快点打上星耀，我带你。	0
124459	那投了刘啊，他妈都输了。	1
124460	禉炸走远点可以？	0
124461	3个突进肉你俩稳着点	0
124462	大哥们投降吧我还是玩绝地	1
124463	投了我回家了	1
124464	你们还是有点用的。	0
124465	让一点人头给我行吗。	0
124466	别投啊神仙。	0
124467	能不態要点脸呗。	0
124468	要点脸去行骂	0
124469	玩的有点菜，确实有点菜。	0
124470	你们是非要等到输了才投降是不是	1
124471	你在点塔是不推了	0
124472	投了，谢谢举报。	1
124473	要不你们就快点推要不你们就让我们快点推好	1
124474	拆塔刘小鲁班，不要人头，不参团，小心点	0
124475	你跑什么，怎么不点塔了。	0
124476	节奏稍微快点打快点后期打不了。	0
124477	朱多送点啊	1
124478	兄弟，你能少说点话吗。	0
124479	把他们杀了我自己投。	1
124480	投啦打不过了	1
124481	就不会早点上非要卖我	0
124482	对面韩信有点骚气哦。	0
124483	对面投啦下一盘	1
124484	刺客慢点咯	0
124485	嬴政后羿能不能长点心。	0
124486	羆不能快点来...	0
124487	野给我吸点血。	0
124488	丢点血	0
124489	百里放多点眼	0
124490	你终于反应能力变快了一点。	0
124491	看看我经济吧，宝贝儿赶紧投吧。	1
124492	你还能再慢点？老弟？	0
124493	吃点人头	0
124494	你别去追她呀，你跟着我跟紧一点。	0
124495	达摩意识还是有点不够。	0
124496	单纯有点銄针对你	0
124497	队友们你们能给力一点吗	0
124498	刚刚点错了而已。	0
124499	你们一个肉一个辅助没点伤害冲的比谁都快。	0
124500	你这战绩着实有点次。	0
124501	九这样不投	1
124502	赶着吃饭麻憣快点谢谢	0
124503	我差一点点。	0
124504	你们先发育我调一下网，有点卡	0
124505	你们也有点素质好吗	0
124506	投吧，都不知道你们在干嘛。	1
124507	杀币法师是一点输出都打不出来	0
124508	两个法师永远不早点团	0
124509	我在投降嘛	1
124510	那投呗，反正你们坑我也坑一起坑呗。	1
124511	我感觉6分分钟没战力	0
124512	吗的守个上路，守不到六分钟不到直接推到。	0
124513	这样打的疼一点。	0
124514	嘻嘻嘻我们打快一点	0
124515	我去，你们赶紧投。	1
124516	刘邦你认真点	0
124517	我有点喝晕了。	0
124518	你对打得快磹。	0
124519	点我一点都不痛	0
124520	这种罗志射手投了	1
124521	投吧一群怂比	1
124522	服了，一个点塔的都没有	0
124523	明月你真的揄点蠢啊，还不走。	0
124524	干嘛还不投就你们这样团不输才怪。	1
124525	就一下就死了，都不让我颠	0
124526	尽量推塔快点。	0
124527	一点我布会。	0
124528	一暴打残两炮点死。	0
124529	投吧。这局赢不了	1
124530	他妈就不能早齻上吗。	0
124531	有点冷腊鸡	0
124532	黄金老实点	0
124533	我比你那么笨还不投。	1
124534	跟个大猪蹄子一样，一点也不好看。	0
124535	你们快点偷啊。	0
124536	能不能先A塔呀，把塔推了才是重点啊，兄弟	0
124537	投了玩啥呀	1
124538	醉了这射手怖惦塔	0
124539	我自己在还能猥琐点。	0
124540	哎，墨子你早点上啊，你控他卧就直接上了。	0
124541	看不懂有点	0
124542	老他们打到投降。	1
124543	百里枪法准一点，谢谢。	0
124544	对面有点阴，小心一电。	0
124545	后裔有点意思可以么	0
124546	一炮有点高啊诸葛	0
124547	投了吧，你们都不打团。	1
124548	一点意识都媒有乱跑。	1
124549	坦克打野，不集合，投	1
124550	对面投吧，我们孙尚香大号荣耀王者，猴子是	1
124551	你能给我一点秀的空间吗	0
124552	我们这边的人都有点低啊。	0
124553	助攻拿四个有点夸张。	0
124554	偷吧浪费时间玩的郁闷	1
124555	说了以后出去投虞姬。	1
124556	六分投这局不玩了。	1
124557	偷了坑狗	0
124558	不投。��机虐的厉害。	1
124559	太卡了我们投降吧	1
124560	刚刚要是反应快点对面就团灭	0
124561	快投降吧，我累了。	1
124562	玩个射手一点伤烸没有	0
124563	这些儿子不点	0
124564	对面投吧，没希望。	1
